Functional Loc,FLOC Type,Description,SupFunctLoc,SupFL Description,ABC Indic,Criticality Justification,PSRef,PSRef2,NEW PS Ref.,NEW PS Ref. 2,NL SCE
MJ6A-U-SWUT-SW2UWS-USNO4,U_MISC,Service Water Utility Stationn #4,MJ6A-U-SWUT-SW2UWS,Service Water Utility Stations,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJ,U_PU,Seawater Jockey Pumps,MJ6A-U-SWUT,Seawater Utility,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPIC,U_FLOC,Pressure Indication SW Jockey Pumps,MJ6A-U-SWUT-SWJ,Seawater Jockey Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPIC-50PT012,U_TRANS,PT Seawater Jockey Pumps Discharge,MJ6A-U-SWUT-SWJPIC,Pressure Indication SW Jockey Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,I
MJ6A-U-SWUT-SWJPIC-56PT009,U_TRANS,PT Seawater Jockey Pumps In,MJ6A-U-SWUT-SWJPIC,Pressure Indication SW Jockey Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,I
MJ6A-U-SWUT-SWJPU1,U_FLOC,Seawater Jockey  Pump A (CP-P-5602A),MJ6A-U-SWUT-SWJ,Seawater Jockey Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-56HS002,U_SWITCH,HS Seawater Jockey Pump A Motor,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-56PI003,U_GAUGE,PI Jockey Pump A Discharge,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-CV1008,U_VA,2 Check Valve - SPEC:,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,I
MJ6A-U-SWUT-SWJPU1-HV1004,U_VA,3 Butterfly Valve - SPEC: M7TW,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-HV1009,U_VA,3 Butterfly Valve - SPEC: M7TW,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-HV1012,U_VA,2 Ball Valve - SPEC: M2R,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-P5602A,U_PU,Seawater Jockey Pump A,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-PM5602A,U_EM,Seawater Jockey Pump A Motor,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU1-Y1367,U_FILTERS,3 Y Strainer - SPEC:SP41,MJ6A-U-SWUT-SWJPU1,Seawater Jockey  Pump A (CP-P-5602A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2,U_FLOC,Seawater Jockey Pump B (CP-P-5602B),MJ6A-U-SWUT-SWJ,Seawater Jockey Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-56HS004,U_SWITCH,HS Seawater Jockey Pump B Motor,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-56PI004,U_GAUGE,PI Jockey Pump B Discharge,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-CV1010,U_VA,2 Check Valve - SPEC:,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,I
MJ6A-U-SWUT-SWJPU2-HV1005,U_VA,3 Butterfly Valve - SPEC: M7TW,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-HV1011,U_VA,3 Butterfly Valve - SPEC: M7TW,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-HV1013,U_VA,2 Ball Valve - SPEC: M2R,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-P5602B,U_PU,Seawater Jockey Pump B,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-PM5602B,U_EM,Seawater Jockey Pump B Motor,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWJPU2-Y1368,U_FILTERS,3 Y Strainer - SPEC:SP41,MJ6A-U-SWUT-SWJPU2,Seawater Jockey Pump B (CP-P-5602B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWT,U_FLOC,Seawater Treatment,MJ6A-U-SWUT,Seawater Utility,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN,U_FLOC,Dillution Fans,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-K5601A,U_BLOWERS,Hydrogen Dillution Fan A,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-K5601B,U_BLOWERS,Hydrogen Dillution Fan B,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-KM5601A,U_EM,Hydrogen Dillution Fan A Motor,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-KM5601B,U_EM,Hydrogen Dillution Fan B Motor,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-PI02,U_GAUGE,PI Hydrogen Dillution Fan,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTFAN-PSL03,U_SWITCH,PSL Hydrogen Dillution Fans,MJ6A-U-SWUT-SWTFAN,Dillution Fans,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ,U_FLOC,Hypochlorite Outlet to Seawater Pumps,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56FI021,U_FLOW,FI Hypochlorite to E-Firewater Pump,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56FI023,U_FLOW,FI Hypochlorite to Diesel Firewater Pump,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56FI025,U_FLOW,FI Hypochlorite To Seawater Lift Pump A,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56FI027,U_FLOW,FI Hypochlorite To Seawater Lift Pump B,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V20A,U_VA,3/4 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V20B,U_VA,3/4 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V20C,U_VA,3/4 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V20D,U_VA,3/4 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V21A,U_CVA,CVA to Seawater Lift Pump A,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V21B,U_CVA,CVA to Seawater Lift Pump B,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V21C,U_CVA,CVA to E-Firewater Pump,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56V21D,U_CVA,CVA to Diesel Firewater Pump,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56XZH020,U_SWITCH,XZH 56-V21C Open,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56XZH022,U_SWITCH,XZH 56-V21D Open,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56XZH024,U_SWITCH,XZH 56-V21A Open,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINJ-56XZH026,U_SWITCH,XZH 56-V21B Open,MJ6A-U-SWUT-SWTINJ,Hypochlorite Outlet to Seawater Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINL,U_FLOC,Seawater Inlet,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINL-CV01,U_VA,1 Check Valve - SPEC:,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-FISL01,U_SWITCH,FISL Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-PCV01,U_CVA,PCV  Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-PI01,U_GAUGE,PI Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-PSV01,U_PSV,PSV  Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-V01,U_VA,1 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTINL,Seawater Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-SWUT-SWTINL-V02,U_VA,1 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTINL,Seawater Inlet,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTINL-XV01,U_SDV,SDV Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,I,SCE Results in Agreement,P03,,SECE02,,I
MJ6A-U-SWUT-SWTINL-XY01,U_VA,SOV XV-01 Seawater Inlet,MJ6A-U-SWUT-SWTINL,Seawater Inlet,I,Equipment associated with ESDVs,P03,,SECE02,,I
MJ6A-U-SWUT-SWTLCP,U_FLOC,Electrochlorination Local Control Panel,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTLPV,U_FLOC,Hypochloride Tank Vent,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTLPV-FA01,U_MISC,FA Flame Arrestor Vent,MJ6A-U-SWUT-SWTLPV,Hypochloride Tank Vent,I,Selected arrestors considered to be SCE,P18,,SECE03,,I
MJ6A-U-SWUT-SWTLPV-FE02,U_FLOW,FE Hypochloride Tank Vent,MJ6A-U-SWUT-SWTLPV,Hypochloride Tank Vent,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,I
MJ6A-U-SWUT-SWTLPV-PDSL02,U_SWITCH,PDSL Hypochloride Tank Vent,MJ6A-U-SWUT-SWTLPV,Hypochloride Tank Vent,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTOUT,U_FLOC,Hypochloride Dosing Pump Outlet,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTOUT-56LCV03,U_CVA,LCV Hypochlorite Outlet,MJ6A-U-SWUT-SWTOUT,Hypochloride Dosing Pump Outlet,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTOUT-56LY03,U_VA,SOV 56-LCV-03,MJ6A-U-SWUT-SWTOUT,Hypochloride Dosing Pump Outlet,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTOUT-56V06,U_VA,1 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTOUT,Hypochloride Dosing Pump Outlet,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTOUT-56V17,U_VA,1 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTOUT,Hypochloride Dosing Pump Outlet,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1,U_FLOC,Hypochloride Dosing Pump (CP-P-5603A),MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-56CV02A,U_VA,1 1/2 Check Valve - SPEC:,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-56PI03,U_GAUGE,PI Hypochloride Dosing Pump A,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-56V04A,U_VA,1 1/2 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-56V05A,U_VA,1 1/2 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-P5603A,U_PU,Hypochloride Dosing Pump A,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU1-PM5603A,U_EM,Hypochloride Dosing Pump A Motor,MJ6A-U-SWUT-SWTPU1,Hypochloride Dosing Pump (CP-P-5603A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2,U_FLOC,Hypochloride Dosing Pump B (CP-P-5603B),MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-56CV02B,U_VA,1 1/2 Check Valve - SPEC:,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-56PI04,U_GAUGE,PI Hypochloride Dosing Pump B,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-56V04B,U_VA,1 1/2 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-56V05B,U_VA,1 1/2 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-P5603B,U_PU,Hypochloride Dosing Pump B,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTPU2-PM5603B,U_EM,Hypochloride Dosing Pump B Motor,MJ6A-U-SWUT-SWTPU2,Hypochloride Dosing Pump B (CP-P-5603B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI,U_FLOC,Electrochlorination Package,MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-CV03,U_VA,1 Check Valve - SPEC:,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-EC5601,U_POWER,Transformer/Rectifier Electrolyser,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-EC5602,U_MISC,Electrolyser,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-FI03,U_GAUGE,FI Transformer/Rectifier Heat Exchanger,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-HX5601,U_HE,Heat Exchanger Transformer/Rectifier,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-LSH01,U_SWITCH,LSH Leak Switch Electrolyser,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-PDSL01,U_SWITCH,PDSL Electrolyser Low.,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-TSH01,U_SWITCH,Transformer/Rectifier Electrolyser,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-V03,U_VA,1 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-V07,U_VA,1 Ball Valve - SPEC:,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-V08,U_VA,1 Diaphragm Valve - SPEC:,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTUTI-Z5601,U_SYSTEM,Electrochlorination System,MJ6A-U-SWUT-SWTUTI,Electrochlorination Package,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES,U_FLOC,Hypochloride Tank (CP-T-5601),MJ6A-U-SWUT-SWT,Seawater Treatment,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-LG01,U_GAUGE,LG Storage Tank,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-LS02,U_SWITCH,LS Hypochloride Tank Alarm,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-T5601,U_VE,Degassing and Storage Tank,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-V09,U_VA,Ball Valve - SPEC:,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-V10,U_VA,Ball Valve - SPEC:,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-XV02,U_VA,XV Hypochloride Tank Drain,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-SWTVES-XY02,U_VA,SOV XV-02 Hypochloride Tank Drain,MJ6A-U-SWUT-SWTVES,Hypochloride Tank (CP-T-5601),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPE,U_FLOC,Sea Water Lift Pumps,MJ6A-U-SWUT,Seawater Utility,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1,U_FILTERS,Seawater Filter A (CP-F-5601A),MJ6A-U-SWUT-WPE,Sea Water Lift Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56HS011A,U_SWITCH,HS Seawater Filter Motor A Auto,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56HS011B,U_SWITCH,HS Seawater Filter Motor A Stop,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56HS011C,U_SWITCH,HS Seawater Filter Motor A Start,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56PDI007,U_GAUGE,PDI Seawater Filter A,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56PDT007,U_TRANS,PDT Seawater Filter A,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-56XV012,U_VA,XV Seawater Filter A,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
